seq,x,y
520,4.149999683722854,-0.5300002116709948
521,4.1299996841698885,-0.5300002116709948
522,4.109999684616923,-0.5300002116709948
523,4.089999685063958,-0.5300002116709948
524,4.069999685510993,-0.5300002116709948
525,4.049999685958028,-0.5300002116709948
526,4.029999686405063,-0.5300002116709948
527,4.0099996868520975,-0.5300002116709948
528,3.9899996872991323,-0.5300002116709948
529,3.969999687746167,-0.5300002116709948
530,3.949999688193202,-0.5300002116709948
531,3.929999688640237,-0.5300002116709948
532,3.9099996890872717,-0.5300002116709948
533,3.8899996895343065,-0.5300002116709948
534,3.8699996899813414,-0.5300002116709948
535,3.849999690428376,-0.5300002116709948
536,3.829999690875411,-0.5300002116709948
537,3.809999691322446,-0.5300002116709948
538,3.7899996917694807,-0.5300002116709948
539,3.7699996922165155,-0.5300002116709948
540,3.7499996926635504,-0.5300002116709948
541,3.729999693110585,-0.5300002116709948
542,3.70999969355762,-0.5300002116709948
543,3.689999694004655,-0.5300002116709948
544,3.6699996944516897,-0.5300002116709948
545,3.6499996948987246,-0.5300002116709948
546,3.6299996953457594,-0.5300002116709948
547,3.6099996957927942,-0.5300002116709948
548,3.589999696239829,-0.5300002116709948
549,3.569999696686864,-0.5300002116709948
550,3.5499996971338987,-0.5300002116709948
551,3.5299996975809336,-0.5300002116709948
552,3.5099996980279684,-0.5300002116709948
553,3.4899996984750032,-0.5300002116709948
554,3.469999698922038,-0.5300002116709948
555,3.449999699369073,-0.5300002116709948
556,3.4299996998161077,-0.5300002116709948
557,3.4099997002631426,-0.5300002116709948
558,3.3899997007101774,-0.5300002116709948
559,3.3699997011572123,-0.5300002116709948
560,3.349999701604247,-0.5300002116709948
561,3.329999702051282,-0.5300002116709948
562,3.3099997024983168,-0.5300002116709948
563,3.2899997029453516,-0.5300002116709948
564,3.2699997033923864,-0.5300002116709948
565,3.2499997038394213,-0.5300002116709948
566,3.229999704286456,-0.5300002116709948
567,3.209999704733491,-0.5300002116709948
568,3.189999705180526,-0.5300002116709948
569,3.1699997056275606,-0.5300002116709948
570,3.1499997060745955,-0.5300002116709948
571,3.1299997065216303,-0.5300002116709948
572,3.109999706968665,-0.5300002116709948
573,3.0899997074157,-0.5300002116709948
574,3.069999707862735,-0.5300002116709948
575,3.0499997083097696,-0.5300002116709948
576,3.0299997087568045,-0.5300002116709948
577,3.0099997092038393,-0.5300002116709948
578,2.9999997094273567,-0.500000212341547
579,3.0,-0.5
